quantile,value,type,location,target,forecast_date,target_end_date
0.990,2332,quantile,18,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,253,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,335,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,408,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,521,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,626,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,728,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,789,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,870,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,946,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,1028,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,1099,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,1178,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
NA,1178,point,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,1231,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,1298,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,1357,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,1436,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,1522,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,1613,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,1700,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,1836,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,2071,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,2326,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,2651,quantile,18,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,19,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,29,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,37,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,52,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,61,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,70,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,79,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,91,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,101,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,112,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,122,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,135,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
NA,135,point,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,146,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,157,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,175,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,190,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,209,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,234,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,268,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,322,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,398,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,485,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,586,quantile,20,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,24,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,30,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,44,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,61,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,78,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,95,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,107,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,124,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,145,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,162,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,179,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,200,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
NA,200,point,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,218,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,241,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,263,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,296,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,336,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,386,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,460,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,550,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,738,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,873,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,1001,quantile,20,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,32,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,42,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,60,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,79,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,99,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,119,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,138,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,161,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,186,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,214,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,238,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,269,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
NA,269,point,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,304,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,349,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,392,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,443,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,498,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,575,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,679,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,859,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,1173,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,1410,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,1711,quantile,20,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,29,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,40,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,59,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,87,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,115,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,147,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,180,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,215,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,243,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,277,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,316,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,351,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
NA,351,point,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,395,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,446,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,505,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,561,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,639,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,737,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,853,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,1033,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,1314,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,1678,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,2028,quantile,20,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,157,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,171,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,189,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,213,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,229,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,247,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,260,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,276,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,295,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,306,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,318,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,337,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
NA,337,point,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,351,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,365,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,381,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,401,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,426,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,454,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,486,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,526,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,608,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,668,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,757,quantile,21,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,176,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,196,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,218,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,260,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,297,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,319,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,348,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,380,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,420,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,455,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,493,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,528,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
NA,528,point,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,571,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,609,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,661,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,713,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,774,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,854,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,952,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,1081,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,1325,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,1611,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,1875,quantile,21,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,178,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,210,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,245,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,313,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,354,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,405,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,470,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,514,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,575,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,650,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,704,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,757,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
NA,757,point,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,840,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,924,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,1014,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,1117,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,1266,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,1440,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,1648,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,1894,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,2388,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,2727,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,3007,quantile,21,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,172,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,220,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,273,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,358,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,438,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,510,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,583,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,667,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,753,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,852,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,949,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,1026,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
NA,1026,point,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,1128,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,1262,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,1372,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,1495,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,1650,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,1822,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,2214,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,2503,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,2914,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,3275,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,3602,quantile,21,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,59,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,73,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,87,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,108,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,124,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,139,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,154,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,170,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,187,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,205,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,220,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,233,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
NA,233,point,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,251,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,267,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,290,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,318,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,348,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,391,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,443,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,523,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,640,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,851,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,1055,quantile,22,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,103,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,129,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,157,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,204,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,242,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,274,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,311,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,352,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,395,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,432,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,476,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,532,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
NA,532,point,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,593,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,661,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,736,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,868,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,972,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,1116,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,1298,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,1509,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,2024,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,2705,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,3835,quantile,22,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,133,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,168,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,229,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,345,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,434,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,513,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,604,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,679,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,784,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,870,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,975,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,1092,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
NA,1092,point,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,1220,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,1372,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.650,1511,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.700,1746,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.750,1988,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.800,2328,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.850,2728,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.900,3313,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.950,4104,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.975,5533,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.990,6894,quantile,22,3 wk ahead inc death,2022-01-09,2022-01-29
0.010,209,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.025,277,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.050,374,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.100,533,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.150,693,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.200,813,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.250,966,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.300,1101,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.350,1268,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.400,1401,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.450,1594,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.500,1760,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
NA,1760,point,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.550,1897,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.600,2062,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.650,2311,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.700,2643,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.750,3012,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.800,3416,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.850,3911,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.900,4628,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.950,5978,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.975,7140,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.990,8647,quantile,22,4 wk ahead inc death,2022-01-09,2022-02-05
0.010,206,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.025,234,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.050,266,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.100,307,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.150,339,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.200,361,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.250,391,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.300,412,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.350,431,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.400,452,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.450,481,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.500,502,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
NA,502,point,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.550,529,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.600,551,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.650,588,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.700,625,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.750,666,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.800,706,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.850,756,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.900,815,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.950,943,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.975,1043,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.990,1161,quantile,25,1 wk ahead inc death,2022-01-09,2022-01-15
0.010,236,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.025,276,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.050,321,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.100,381,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.150,433,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.200,467,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.250,517,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.300,561,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.350,598,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.400,641,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.450,681,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.500,717,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
NA,717,point,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.550,760,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.600,818,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.650,855,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.700,916,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.750,995,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.800,1071,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.850,1212,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.900,1364,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.950,1651,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.975,1912,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.990,2225,quantile,25,2 wk ahead inc death,2022-01-09,2022-01-22
0.010,223,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.025,260,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.050,321,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.100,418,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.150,499,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.200,542,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.250,610,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.300,672,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.350,736,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.400,801,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.450,856,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.500,934,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
NA,934,point,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.550,1013,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
0.600,1090,quantile,25,3 wk ahead inc death,2022-01-09,2022-01-29
